namecity,lat,lng,namecountry
Chacabuco,-34.6333,-60.4667,Argentina
Aristobulo del Valle,-27.1167,-54.9167,Argentina
Granadero Baigorria,-32.8500,-60.7000,Argentina
Esquel,-42.9000,-71.3167,Argentina
Nueve de Julio,-35.4500,-60.8833,Argentina
Cutral-Co,-38.9333,-69.2333,Argentina
Casilda,-33.0500,-61.1667,Argentina
Centenario,-38.8000,-68.1333,Argentina
Curuzu Cuatia,-29.7833,-58.0833,Argentina
Bell Ville,-32.6333,-62.6833,Argentina
Chilecito,-29.1667,-67.5000,Argentina
Chascomus,-35.5750,-58.0089,Argentina
Mercedes,-29.2000,-58.0833,Argentina
City Bell,-34.8500,-58.0500,Argentina
Bragado,-35.1167,-60.5000,Argentina
La Calera,-31.3439,-64.3353,Argentina
Plottier,-38.9500,-68.2333,Argentina
Aguilares,-27.4333,-65.6167,Argentina
Termas de Rio Hondo,-27.4833,-64.8667,Argentina
Quitilipi,-26.8667,-60.2167,Argentina
Zapala,-38.9000,-70.0667,Argentina
Canuelas,-35.0333,-58.7333,Argentina
General Jose de San Martin,-26.5375,-59.3417,Argentina
Jesus Maria,-30.9833,-64.1000,Argentina
Lobos,-35.1833,-59.0833,Argentina
Pichanal,-23.3167,-64.2167,Argentina
Gobernador Virasora,-28.0500,-56.0333,Argentina
Victoria,-32.6167,-60.1667,Argentina
Miramar,-38.2667,-57.8333,Argentina
Villa Regina,-39.1000,-67.0667,Argentina
General Alvear,-34.9667,-67.7000,Argentina
Villa Dolores,-31.9333,-65.2000,Argentina
Villa Gesell,-37.2556,-56.9681,Argentina
Capitan Bermudez,-32.8167,-60.7167,Argentina
Canada de Gomez,-32.8167,-61.4000,Argentina
Garupa,-27.4833,-55.8333,Argentina
Bella Vista,-28.4667,-59.0500,Argentina
Baradero,-33.8000,-59.5167,Argentina
Villa Allende,-31.3000,-64.3000,Argentina
Caucete,-31.6500,-68.2833,Argentina
Lincoln,-34.8500,-61.5167,Argentina
San Martin de los Andes,-40.1667,-71.3500,Argentina
Malargue,-35.4750,-69.5833,Argentina
Marcos Juarez,-32.7000,-62.1000,Argentina
Perez,-33.0000,-60.7667,Argentina
Las Flores,-36.0139,-59.1000,Argentina
Frias,-28.6333,-65.1333,Argentina
Charata,-27.2167,-61.2000,Argentina
Arrecifes,-34.0667,-60.1167,Argentina
Rosario de la Frontera,-25.8000,-64.9667,Argentina
Dolores,-36.3167,-57.6667,Argentina
Mar de Ajo,-36.7203,-56.6878,Argentina
Firmat,-33.4500,-61.4833,Argentina
Leandro N. Alem,-27.6000,-55.3333,Argentina
Tres Isletas,-26.3500,-60.4167,Argentina
La Paz,-30.7500,-59.6500,Argentina
Embarcacion,-23.2167,-64.1000,Argentina
Manuel B. Gonnet,-34.8500,-58.0167,Argentina
Funes,-32.9167,-60.8167,Argentina
Monte Caseros,-30.2500,-57.6500,Argentina
Veinticinco de Mayo,-35.4167,-60.1667,Argentina
Avellaneda,-29.1175,-59.6583,Argentina
Melchor Romero,-34.9492,-58.0472,Argentina
Monteros,-27.1667,-65.5000,Argentina
Santo Tome,-28.5500,-56.0500,Argentina
Anatuya,-28.4667,-62.8333,Argentina
Colon,-33.8833,-61.1000,Argentina
Colon,-32.2167,-58.1333,Argentina
Famailla,-27.0500,-65.4000,Argentina
Las Brenas,-27.0667,-61.0667,Argentina
Allen,-38.9667,-67.8333,Argentina
Nogoya,-32.4000,-59.8000,Argentina
Cinco Saltos,-38.8167,-68.0667,Argentina
Arroyito,-31.4167,-63.0500,Argentina
Rio Ceballos,-31.1667,-64.3167,Argentina
San Martin,-31.4397,-68.5206,Argentina
Machagai,-26.9167,-60.0333,Argentina
San Justo,-30.7833,-60.5833,Argentina
Rosario de Lerma,-24.9833,-65.5833,Argentina
Alejandro Korn,-34.9667,-58.3667,Argentina
Dean Funes,-30.4333,-64.3500,Argentina
San Isidro de Lules,-26.9333,-65.3500,Argentina
Carlos Casares,-35.6167,-61.3667,Argentina
El Calafate,-50.3333,-72.2833,Argentina
San Jose de Jachal,-30.2333,-68.7500,Argentina
Pico Truncado,-46.7950,-67.9550,Argentina
Matheu,-34.3667,-58.8333,Argentina
Arroyo Seco,-33.1667,-60.5000,Argentina
Profesor Salvador Mazza,-22.0500,-63.7000,Argentina
Sunchales,-30.9333,-61.5667,Argentina
Laboulaye,-34.1167,-63.4000,Argentina
Carmen de Patagones,-40.7833,-62.9667,Argentina
Brandsen,-35.1667,-58.2167,Argentina
Rio Segundo,-31.6501,-63.9116,Argentina
Crespo,-32.0333,-60.3167,Argentina
Ituzaingo,-27.6000,-56.6667,Argentina
Vera,-29.4667,-60.2167,Argentina
Diamante,-32.0667,-60.6500,Argentina
El Bolson,-41.9667,-71.5333,Argentina
Villa Nueva,-32.4331,-63.2475,Argentina
Carlos Spegazzini,-34.8833,-58.5667,Argentina
Rufino,-34.2667,-62.7000,Argentina
Unquillo,-31.2333,-64.3167,Argentina
Galvez,-32.0333,-61.2167,Argentina
Saladas,-28.2500,-58.6167,Argentina
Coronda,-31.9667,-60.9167,Argentina
General Juan Madariaga,-37.0167,-57.1333,Argentina
General Deheza,-32.7564,-63.7889,Argentina
Las Heras,-46.5500,-68.9500,Argentina
Santa Elena,-30.9500,-59.8000,Argentina
Cerrillos,-24.9000,-65.4833,Argentina
Puerto Rico,-26.8000,-55.0167,Argentina
Veinticinco de Mayo,-37.7712,-67.7174,Argentina
Ayacucho,-37.1333,-58.4667,Argentina
Santa Maria,-26.6833,-66.0333,Argentina
Morteros,-30.7000,-62.0000,Argentina
La Quiaca,-22.1042,-65.5972,Argentina
Daireaux,-36.6000,-61.7500,Argentina
Federacion,-30.9833,-57.9167,Argentina
La Falda,-31.0833,-64.5000,Argentina
Carcarana,-32.8500,-61.1500,Argentina
Villa San Jose,-32.2000,-58.2167,Argentina
General Villegas,-35.0333,-63.0167,Argentina
San Antonio Oeste,-40.7333,-64.9500,Argentina
Carhue,-37.1796,-62.7601,Argentina
Federal,-30.9500,-58.8000,Argentina
Coquimbito,-32.9667,-68.7500,Argentina
Santa Rosa,-33.2500,-68.1500,Argentina
General Pinedo,-27.3167,-61.2833,Argentina
Wanda,-25.9667,-54.5833,Argentina
Villa del Rosario,-31.5833,-63.5333,Argentina
San Luis del Palmar,-27.5167,-58.5667,Argentina
Villa Paranacito,-33.7000,-58.6833,Argentina
Fray Luis A. Beltran,-32.7833,-60.7333,Argentina
Bella Vista,-27.0333,-65.3000,Argentina
Villa Ojo de Agua,-29.5167,-63.7000,Argentina
Pilar,-31.6833,-63.9000,Argentina
Carmen de Areco,-34.3858,-59.8294,Argentina
Tostado,-29.2333,-61.7667,Argentina
Ceres,-29.8667,-61.9500,Argentina
San Cristobal,-30.3167,-61.2333,Argentina
Benito Juarez,-37.6667,-59.7833,Argentina
Puerto Deseado,-47.7500,-65.9167,Argentina
Andalgala,-27.6000,-66.3167,Argentina
Las Rosas,-32.4833,-61.5833,Argentina
San Javier,-30.5833,-59.9500,Argentina
General Belgrano,-35.7667,-58.5000,Argentina
General Viamonte,-35.0000,-61.0333,Argentina
Joaquin V. Gonzalez,-25.0833,-64.1833,Argentina
Ingeniero Maschwitz,-34.3667,-58.7500,Argentina
Puerto San Martin,-32.7167,-60.7333,Argentina
Empedrado,-27.9333,-58.7833,Argentina
Plaza Huincul,-38.9338,-69.1987,Argentina
Oncativo,-31.9167,-63.6667,Argentina
General Enrique Mosconi,-22.6000,-63.8167,Argentina
Chos Malal,-37.3833,-70.2667,Argentina
Villa Nueva,-32.9000,-68.7667,Argentina
Chamical,-30.3667,-66.3167,Argentina
Santa Rosa de Calamuchita,-32.0667,-64.5333,Argentina
General Las Heras,-34.9333,-58.9500,Argentina
Rosario del Tala,-32.3000,-59.1333,Argentina
San Salvador,-31.6167,-58.5000,Argentina
Junin de los Andes,-39.9167,-71.0667,Argentina
General Acha,-37.3833,-64.6000,Argentina
La Carlota,-33.4333,-63.3000,Argentina
Monte Quemado,-25.8036,-62.8303,Argentina
Laguna Paiva,-31.3039,-60.6589,Argentina
Las Parejas,-32.6833,-61.5333,Argentina
Las Lomitas,-24.7072,-60.5944,Argentina
Villa Union,-29.3000,-68.2000,Argentina
Belen,-27.6500,-67.0333,Argentina
Presidencia de la Plaza,-26.9833,-59.8333,Argentina
Loberia,-38.1333,-58.7667,Argentina
Justo Daract,-33.8667,-65.1667,Argentina
Villa Berthet,-27.2667,-60.4167,Argentina
Recreo,-29.2667,-65.0667,Argentina
Cafayate,-26.0833,-65.9667,Argentina
Rio Colorado,-38.9908,-64.0958,Argentina
Oliva,-32.0333,-63.5667,Argentina
Santa Lucia,-28.9833,-59.1000,Argentina
Navarro,-35.0167,-59.2667,Argentina
Coronel Dorrego,-38.7000,-61.2667,Argentina
Tinogasta,-28.0667,-67.5667,Argentina
Humahuaca,-23.2000,-65.3500,Argentina
Capitan Sarmiento,-34.1667,-59.7833,Argentina
Capilla del Monte,-30.8500,-64.5167,Argentina
Armstrong,-32.7833,-61.6000,Argentina
Hernando,-32.4167,-63.7333,Argentina
El Trebol,-32.1833,-61.7167,Argentina
San Bernardo,-27.2667,-60.7000,Argentina
San Carlos Centro,-31.7333,-61.1000,Argentina
Villa La Angostura,-40.7625,-71.6463,Argentina
Quimili,-27.6333,-62.4167,Argentina
Villa Nougues,-26.8578,-65.3756,Argentina
San Roque,-28.5667,-58.7167,Argentina
Sarmiento,-45.6000,-69.0833,Argentina
Campo Largo,-26.8000,-60.8333,Argentina
Ingeniero White,-38.7667,-62.2667,Argentina
Frontera,-31.4278,-62.0619,Argentina
Corzuela,-26.9333,-60.9667,Argentina
Corral de Bustos,-33.2833,-62.2000,Argentina
Leones,-32.6617,-62.2967,Argentina
Villa Elisa,-32.1667,-58.4000,Argentina
San Jose de Feliciano,-30.3833,-58.7500,Argentina
Batan,-38.0078,-57.7097,Argentina
Choele Choel,-39.2667,-65.6833,Argentina
La Leonesa,-27.0500,-58.7167,Argentina
Brinkmann,-30.8669,-62.0336,Argentina
Alcorta,-33.5333,-61.1167,Argentina
Ciudad de Loreto,-28.3000,-64.2000,Argentina
General Alvear,-36.0333,-60.0167,Argentina
Puerto Tirol,-27.3667,-59.0667,Argentina
Basavilbaso,-32.3667,-58.8833,Argentina
Santa Maria,-31.2611,-64.4639,Argentina
Henderson,-36.2833,-61.7167,Argentina
La Paz,-33.4667,-67.5500,Argentina
Villa Canas,-34.0000,-61.6000,Argentina
Adolfo Gonzales Chaves,-38.0333,-60.0833,Argentina
Huinca Renanco,-34.8333,-64.3833,Argentina
Abra Pampa,-22.7167,-65.7000,Argentina
Castelli,-25.9500,-60.6167,Argentina
Magdalena,-35.0833,-57.5167,Argentina
Capilla del Senor,-34.2833,-59.1000,Argentina
Monte Rico,-24.4514,-65.1667,Argentina
Embalse,-32.1833,-64.4167,Argentina
Sauce,-30.0667,-58.7667,Argentina
Rada Tilly,-45.9333,-67.5333,Argentina
Villa Aberastain,-31.6500,-68.5833,Argentina
Santa Sylvina,-27.7833,-61.1500,Argentina
Coronel Du Graty,-27.6667,-60.9333,Argentina
Mburucuya,-28.0500,-58.2333,Argentina
Urdinarrain,-32.6856,-58.8867,Argentina
Maipu,-36.8667,-57.8667,Argentina
Yacimiento Rio Turbio,-51.5333,-72.3000,Argentina
Pampa del Infierno,-26.5167,-61.1667,Argentina
San Julian,-49.3000,-67.7167,Argentina
Rinconada,-22.4333,-66.1667,Argentina
Ingeniero Guillermo N. Juarez,-23.9000,-61.8500,Argentina
Comandante Luis Piedra Buena,-49.9830,-68.9100,Argentina
Ingeniero Jacobacci,-41.3000,-69.5833,Argentina
Veintiocho de Noviembre,-51.6500,-72.3000,Argentina
Chepes,-31.3500,-66.6000,Argentina
General Conesa,-40.1000,-64.4167,Argentina
San Antonio de los Cobres,-24.2178,-66.3200,Argentina
Perito Moreno,-46.5886,-70.9242,Argentina
Gobernador Gregores,-48.7667,-70.2500,Argentina
Victorica,-36.2167,-65.4500,Argentina
Comandante Fontana,-25.3333,-59.6833,Argentina
Las Lajas,-38.6000,-70.3000,Argentina
El Maiten,-42.0500,-71.1667,Argentina
Trancas,-26.2172,-65.2831,Argentina
Rio Mayo,-45.6869,-70.2600,Argentina
Rodeo,-30.2164,-69.1394,Argentina
Chumbicha,-28.8667,-66.2333,Argentina
Alto Rio Senguer,-45.0167,-70.8167,Argentina
Sierra Colorada,-40.5833,-67.8000,Argentina
Susques,-23.4167,-66.4833,Argentina
Comallo,-41.0333,-70.2667,Argentina
Gastre,-42.2667,-69.2167,Argentina
Telsen,-42.3833,-66.9500,Argentina
Pedro Luro,-39.5000,-62.6833,Argentina
Monte Cristo,-31.3431,-63.9444,Argentina
Romang,-29.5000,-59.7667,Argentina
Viale,-31.8667,-60.0167,Argentina
Uspallata,-32.5667,-69.3167,Argentina
Darregueira,-37.6996,-63.1666,Argentina
Villalonga,-39.8829,-62.5833,Argentina
Villa Rumipal,-32.1879,-64.4803,Argentina
Los Blancos,-23.6000,-62.6000,Argentina
Yerevan,40.1814,44.5144,Armenia
Gyumri,40.7894,43.8475,Armenia
Vanadzor,40.8128,44.4883,Armenia
Hrazdan,40.5000,44.7667,Armenia
Abovyan,40.2739,44.6256,Armenia
Kapan,39.2011,46.4150,Armenia
Armavir,40.1500,44.0400,Armenia
Charentsavan,40.4097,44.6431,Armenia
Artashat,39.9539,44.5506,Armenia
Ashtarak,40.2975,44.3617,Armenia
Ijevan,40.8792,45.1472,Armenia
Gavarr,40.3589,45.1267,Armenia
Nor Hachn,40.3019,44.5831,Armenia
Byureghavan,40.3147,44.5936,Armenia
Yeghegnadzor,39.7611,45.3333,Armenia
Ejmiatsin,40.1728,44.2925,Armenia
Sevan,40.5550,44.9536,Armenia
Stepanavan,41.0096,44.3841,Armenia
Masis,40.0633,44.4408,Armenia
Goris,39.5078,46.3386,Armenia
Ararat,39.8303,44.7025,Armenia
Artik,40.6172,43.9758,Armenia
Dilijan,40.7408,44.8631,Armenia
Spitak,40.8372,44.2675,Armenia
Sisian,39.5208,46.0322,Armenia
Vedi,39.9106,44.7278,Armenia
Alaverdi,41.1333,44.6500,Armenia
Vardenis,40.1806,45.7200,Armenia
Martuni,40.1400,45.3064,Armenia
Metsamor,40.1428,44.1164,Armenia
Yeghvard,40.3217,44.4814,Armenia
Ayntap,40.0986,44.4681,Armenia
Berd,40.8808,45.3917,Armenia
Vardenik,40.1331,45.4367,Armenia
Akhuryan,40.7814,43.8964,Armenia
Nerk'in Getashen,40.1467,45.2642,Armenia
Tashir,41.1244,44.2819,Armenia
Oranjestad,12.5186,-70.0358,Aruba
Tanki Leendert,12.5418,-70.0220,Aruba
Sydney,-33.8678,151.2100,Australia
Melbourne,-37.8142,144.9631,Australia
Brisbane,-27.4678,153.0281,Australia
Perth,-31.9559,115.8606,Australia
Adelaide,-34.9275,138.6000,Australia
Canberra,-35.2931,149.1269,Australia
Gold Coast,-28.0167,153.4000,Australia
Cranbourne,-38.0996,145.2834,Australia
Central Coast,-33.3000,151.2000,Australia
Wollongong,-34.4331,150.8831,Australia
Hobart,-42.8806,147.3250,Australia
Geelong,-38.1500,144.3500,Australia
Townsville,-19.2500,146.8167,Australia
Ipswich,-27.6167,152.7667,Australia
Newcastle,-32.9167,151.7500,Australia
Cairns,-16.9200,145.7800,Australia
Darwin,-12.4381,130.8411,Australia
Toowoomba,-27.5667,151.9500,Australia
Launceston,-41.4419,147.1450,Australia
Caloundra,-26.7986,153.1289,Australia
Dandenong,-37.9810,145.2150,Australia
Campbelltown,-34.0733,150.8261,Australia
Leopold,-38.1892,144.4644,Australia
Corinda,-27.4833,153.1000,Australia
Ballarat,-37.5608,143.8475,Australia
Bendigo,-36.7500,144.2667,Australia
Mackay,-21.1411,149.1858,Australia
Melton,-37.6833,144.5833,Australia
Bunbury,-33.3272,115.6369,Australia
Bundaberg,-24.8661,152.3494,Australia
Wagga Wagga,-35.1189,147.3689,Australia
Hervey Bay,-25.2900,152.8400,Australia
Pakenham,-38.0712,145.4878,Australia
Port Macquarie,-31.4333,152.9000,Australia
Dubbo,-32.2569,148.6011,Australia
Orange,-33.2833,149.1000,Australia
Sunbury,-37.5811,144.7139,Australia
Geraldton,-28.7744,114.6089,Australia
Frankston,-38.1580,145.1350,Australia
Gladstone,-23.8427,151.2555,Australia
Bathurst,-33.4200,149.5778,Australia
Mildura,-34.1889,142.1583,Australia
Southport,-27.9667,153.4000,Australia
Shepparton,-36.3833,145.4000,Australia
Kalgoorlie,-30.7489,121.4658,Australia
Warrnambool,-38.3833,142.4833,Australia
Albany,-35.0228,117.8814,Australia
Quakers Hill,-33.7344,150.8789,Australia
Burnie,-41.0636,145.8753,Australia
Coffs Harbour,-30.3022,153.1189,Australia
Caboolture,-27.0667,152.9670,Australia
Mount Gambier,-37.8294,140.7828,Australia
Traralgon,-38.1958,146.5403,Australia
Busselton,-33.6478,115.3458,Australia
Armidale,-30.5000,151.6500,Australia
Alice Springs,-23.7000,133.8667,Australia
Devonport,-41.1800,146.3503,Australia
Goulburn,-34.7547,149.6186,Australia
Whyalla,-33.0333,137.5667,Australia
Kwinana,-32.2394,115.7702,Australia
Mount Eliza,-38.1890,145.0920,Australia
Griffith,-34.2900,146.0400,Australia
Wodonga,-36.1214,146.8881,Australia
Narangba,-27.2015,152.9655,Australia
Broken Hill,-31.9500,141.4667,Australia
Wangaratta,-36.3583,146.3125,Australia
Taree,-31.9000,152.4500,Australia
Banora Point,-28.2225,153.5386,Australia
Nerang,-27.9956,153.3220,Australia
Lara,-38.0167,144.4167,Australia
Karratha,-20.7364,116.8464,Australia
Cessnock,-32.8342,151.3555,Australia
Warragul,-38.1500,145.9333,Australia
Maryborough,-25.5375,152.7019,Australia
Ulladulla,-35.3486,150.4678,Australia
Ulverstone,-41.1667,146.1667,Australia
Barwon Heads,-38.2500,144.5167,Australia
Horsham,-36.7167,142.2000,Australia
Rochedale,-27.6000,153.1330,Australia
Murray Bridge,-35.1170,139.2670,Australia
Australind,-33.2800,115.7260,Australia
Penrith,-33.7511,150.6942,Australia
Echuca,-36.1333,144.7500,Australia
Morwell,-38.2333,146.4000,Australia
Port Lincoln,-34.7322,135.8586,Australia
Forster,-32.1806,152.5117,Australia
Mount Barker,-35.0667,138.8500,Australia
Goonellabah,-28.8167,153.3167,Australia
Bongaree,-27.0813,153.1636,Australia
Emerald,-23.5208,148.1619,Australia
Sale,-38.1000,147.0667,Australia
Rutherford,-32.7150,151.5317,Australia
Jimboomba,-27.8300,153.0313,Australia
Torquay,-38.3333,144.3167,Australia
Raymond Terrace,-32.7615,151.7441,Australia
Dalby,-27.1813,151.2661,Australia
Muswellbrook,-32.2654,150.8885,Australia
Warwick,-28.2152,152.0352,Australia
Drouin,-38.1333,145.8500,Australia
Inverell,-29.7667,151.1167,Australia
Parkes,-33.1330,148.1760,Australia
Wallan,-37.4167,144.9833,Australia
Nambour,-26.6269,152.9591,Australia
Somerville,-38.2260,145.1770,Australia
Kingston,-42.9769,147.3083,Australia
Broome,-17.9619,122.2361,Australia
Casino,-28.8667,153.0500,Australia
Mareeba,-16.9833,145.4167,Australia
Batemans Bay,-35.7081,150.1744,Australia
Gympie,-26.1900,152.6655,Australia
Gracemere,-23.4391,150.4558,Australia
Grafton,-29.6833,152.9333,Australia
Nelson Bay,-32.7150,152.1511,Australia
Young,-34.3000,148.3000,Australia
Bowral,-34.4792,150.4181,Australia
Nowra,-34.8808,150.6075,Australia
Swan Hill,-35.3333,143.5500,Australia
Mount Evelyn,-37.7830,145.3850,Australia
Benalla,-36.5519,145.9817,Australia
Mudgee,-32.6125,149.5872,Australia
Cowra,-33.8183,148.6578,Australia
Kangaroo Flat,-36.7833,144.2330,Australia
Hamilton,-37.7333,142.0167,Australia
Bowen,-20.0102,148.2416,Australia
Ballina,-28.8333,153.5333,Australia
Andergrove,-21.0931,149.1860,Australia
Moree,-29.4650,149.8344,Australia
Kingaroy,-26.5408,151.8394,Australia
Portland,-38.3333,141.6000,Australia
Gunnedah,-30.9817,150.2511,Australia
Colac,-38.3403,143.5847,Australia
Leeton,-34.5667,146.4000,Australia
Highfields,-27.4633,151.9458,Australia
Tweed Heads,-28.1833,153.5500,Australia
Yanchep,-31.5500,115.6340,Australia
Currumbin,-28.1580,153.4690,Australia
Kelso,-33.4186,149.6056,Australia
Moss Vale,-34.5500,150.3833,Australia
Mandurah,-32.5289,115.7231,Australia
Katoomba,-33.7150,150.3120,Australia
Gisborne,-37.4900,144.5889,Australia
Wollert,-37.5833,145.0333,Australia
Ayr,-19.5744,147.4066,Australia
Ararat,-37.2833,142.9167,Australia
Charters Towers,-20.0765,146.2614,Australia
Moe,-38.1722,146.2678,Australia
Deniliquin,-35.5331,144.9667,Australia
Moranbah,-22.0016,148.0533,Australia
Forbes,-33.3817,148.0011,Australia
Redlynch,-16.8833,145.7000,Australia
Maryborough,-37.0500,143.7350,Australia
Narrabri,-30.3317,149.7678,Australia
Bairnsdale,-37.8333,147.6167,Australia
Port Augusta,-32.4925,137.7658,Australia
Kiama,-34.6708,150.8542,Australia
Atherton,-17.2658,145.4780,Australia
Seymour,-37.0300,145.1300,Australia
Newman,-23.3539,119.7319,Australia
Cooma,-36.2317,149.1178,Australia
Tumut,-35.3039,148.2233,Australia
Roma,-26.5733,148.7869,Australia
Yamba,-29.4400,153.3594,Australia
Northam,-31.6531,116.6661,Australia
Stawell,-37.0500,142.7667,Australia
Yeppoon,-23.1288,150.7444,Australia
Scone,-32.0483,150.8678,Australia
Goondiwindi,-28.5461,150.3097,Australia
Cobram,-35.9667,145.6500,Australia
Queanbeyan,-35.3533,149.2342,Australia
Albury,-36.0806,146.9158,Australia
Lithgow,-33.4833,150.1500,Australia
Richmond,-33.5983,150.7511,Australia
Biloela,-24.4002,150.5133,Australia
Byron Bay,-28.6483,153.6178,Australia
Singleton,-32.5667,151.1697,Australia
Wonthaggi,-38.6056,145.5917,Australia
Kununurra,-15.7736,128.7386,Australia
Berri,-34.2833,140.6000,Australia
Victor Harbor,-35.5500,138.6167,Australia
Lismore,-28.8167,153.2833,Australia
Ingham,-18.6508,146.1572,Australia
Smithton,-40.8440,145.1200,Australia
Narrogin,-32.9360,117.1780,Australia
Manjimup,-34.2411,116.1464,Australia
Merimbula,-36.8983,149.9011,Australia
Port Hedland,-20.3100,118.6011,Australia
Weipa,-12.6300,141.8786,Australia
Clare,-33.8333,138.6000,Australia
Proserpine,-20.4016,148.5808,Australia
Wallaroo,-33.9167,137.6167,Australia
Katanning,-33.6908,117.5553,Australia
Port Douglas,-16.4834,145.4652,Australia
Charleville,-26.4016,146.2383,Australia
Bordertown,-36.3118,140.7702,Australia
Tom Price,-22.6939,117.7950,Australia
Esperance,-33.8611,121.8919,Australia
Longreach,-23.4422,144.2491,Australia
Merredin,-31.4820,118.2790,Australia
Mount Barker,-34.6300,117.6669,Australia
Cloncurry,-20.7047,140.5052,Australia
Scottsdale,-41.1667,147.5167,Australia
Bourke,-30.1000,145.9333,Australia
Exmouth,-21.9331,114.1281,Australia
Queenstown,-42.0667,145.5500,Australia
Tumby Bay,-34.3667,136.1000,Australia
Rockhampton,-23.3781,150.5136,Australia
Maitland,-32.7167,151.5500,Australia
Penola,-37.3786,140.8362,Australia
Innisfail,-17.5238,146.0311,Australia
Barcaldine,-23.5555,145.2888,Australia
Kingston South East,-36.8167,139.8500,Australia
Gawler,-34.5981,138.7450,Australia
Peterborough,-32.9667,138.8333,Australia
Streaky Bay,-32.8000,134.2167,Australia
Kalbarri,-27.7100,114.1600,Australia
Ouyen,-35.0667,142.3170,Australia
Halls Creek,-18.2300,127.6700,Australia
Port Denison,-29.2750,114.9194,Australia
Wagin,-33.3167,117.3500,Australia
Katherine,-14.4667,132.2667,Australia
Port Pirie,-33.1858,138.0169,Australia
Meningie,-35.6883,139.3380,Australia
Hughenden,-20.8438,144.1986,Australia
Cowell,-33.6833,136.9167,Australia
Yulara,-25.2406,130.9889,Australia
Bicheno,-41.8667,148.2833,Australia
Roebourne,-20.7667,117.1500,Australia
Winton,-22.3913,143.0381,Australia
Oatlands,-42.3000,147.3706,Australia
Kempsey,-31.0833,152.8333,Australia
Gingin,-31.3400,115.9100,Australia
Wilcannia,-31.5650,143.3678,Australia
Laverton,-28.6280,122.4030,Australia
Onslow,-21.6333,115.1167,Australia
Tamworth,-31.0833,150.9167,Australia
Leonora,-28.8845,121.3308,Australia
Wyndham,-15.4825,128.1230,Australia
Eidsvold,-25.3667,151.1333,Australia
Pannawonica,-21.6350,116.3360,Australia
Meekatharra,-26.5931,118.4911,Australia
Southern Cross,-31.2500,119.3500,Australia
Three Springs,-29.5333,115.7617,Australia
Kimba,-33.1333,136.4170,Australia
Richmond,-20.7305,143.1425,Australia
Theodore,-24.9500,150.0833,Australia
Norseman,-32.1961,121.7780,Australia
Karumba,-17.4838,140.8397,Australia
Morawa,-29.2111,116.0090,Australia
Andamooka,-30.4470,137.1660,Australia
Ravensthorpe,-33.5831,120.0490,Australia
Georgetown,-18.3000,143.5500,Australia
Mount Magnet,-28.0600,117.8460,Australia
Boulia,-22.9000,139.9000,Australia
Adelaide River,-13.2381,131.1061,Australia
Burketown,-17.7167,139.5667,Australia
Ivanhoe,-32.8983,144.3000,Australia
Thargomindah,-28.0000,143.8167,Australia
Pine Creek,-13.8231,131.8330,Australia
Camooweal,-19.9167,138.1170,Australia
Carnarvon,-24.8672,113.6611,Australia
Birdsville,-25.8989,139.3520,Australia
